['cup', 'color_white', 'dampness_damp', 'dimension_narrow_short_small_thick', 'material_ceramic', 'physical_fragile_hard', 'price_expensive', 'room_bathroom', 'shape_curved_hollow', 'size_small', 'fullness_half', 'place_on_sink', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['pan', 'color_bronze', 'dampness_damp', 'dimension_shallow_small', 'material_metal', 'physical_hard', 'price_medium', 'cleanliness_normal', 'room_kitchen', 'shape_blunt_flat', 'size_medium', 'fullness_full', 'place_on_stove', 'temperature_hot', 'transparency_opaque', 'weight_medium']
['pan', 'color_bronze', 'dampness_damp', 'dimension_shallow_small', 'material_metal', 'physical_hard', 'price_medium', 'cleanliness_dirty', 'room_kitchen', 'shape_blunt_flat', 'size_medium', 'fullness_half', 'place_in_sink', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['pan', 'color_bronze', 'dampness_dry', 'dimension_shallow_small', 'material_metal', 'physical_hard', 'price_medium', 'cleanliness_clean', 'room_kitchen', 'shape_blunt_flat', 'size_medium', 'fullness_empty', 'place_in_cabinet', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['pan', 'color_bronze', 'dampness_damp', 'dimension_shallow_small', 'material_metal', 'physical_hard', 'price_medium', 'cleanliness_normal', 'room_kitchen', 'shape_blunt_flat', 'size_medium', 'fullness_full', 'place_on_stove', 'temperature_hot', 'transparency_opaque', 'weight_medium']
['pan', 'color_bronze', 'dampness_damp', 'dimension_shallow_small', 'material_metal', 'physical_hard', 'price_medium', 'cleanliness_dirty', 'room_kitchen', 'shape_blunt_flat', 'size_medium', 'fullness_empty', 'place_in_sink', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['pan', 'color_pink', 'dampness_dry', 'dimension_short_small_thin', 'material_plastic', 'physical_hard', 'price_expensive', 'cleanliness_clean', 'room_child_ZZ_s_room', 'shape_curved_flat_forked_hollow', 'size_medium', 'fullness_empty', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['pan', 'color_pink', 'dampness_dry', 'dimension_short_small_thin', 'material_plastic', 'physical_hard', 'price_expensive', 'cleanliness_dirty', 'room_child_ZZ_s_room', 'shape_curved_flat_forked_hollow', 'size_medium', 'fullness_empty', 'place_on_floor', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['pan', 'color_pink', 'dampness_dry', 'dimension_short_small_thin', 'material_plastic', 'physical_hard', 'price_expensive', 'cleanliness_normal', 'room_child_ZZ_s_room', 'shape_curved_flat_forked_hollow', 'size_medium', 'fullness_empty', 'place_on_bed', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['pan', 'color_pink', 'dampness_dry', 'dimension_short_small_thin', 'material_plastic', 'physical_hard', 'price_expensive', 'cleanliness_clean', 'room_child_ZZ_s_room', 'shape_curved_flat_forked_hollow', 'size_medium', 'fullness_empty', 'place_in_box', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['pan', 'color_pink', 'dampness_dry', 'dimension_short_small_thin', 'material_plastic', 'physical_hard', 'price_expensive', 'cleanliness_clean', 'room_child_ZZ_s_room', 'shape_curved_flat_forked_hollow', 'size_medium', 'fullness_empty', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['pan', 'color_pink', 'dampness_dry', 'dimension_short_small_thin', 'material_plastic', 'physical_hard', 'price_expensive', 'cleanliness_normal', 'room_child_ZZ_s_room', 'shape_curved_flat_forked_hollow', 'size_medium', 'fullness_half', 'place_on_dresser', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['ladle', 'color_black', 'dampness_dry', 'dimension_long_narrow_small_thin', 'material_plastic', 'physical_hard', 'price_medium', 'cleanliness_clean', 'room_dining_room', 'shape_curved_forked_hollow', 'size_large', 'fullness_empty', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['ladle', 'color_black', 'dampness_wet', 'dimension_long_narrow_small_thin', 'material_plastic', 'physical_hard', 'price_medium', 'cleanliness_dirty', 'room_dining_room', 'shape_curved_forked_hollow', 'size_large', 'fullness_empty', 'place_in_bowl', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['ladle', 'color_black', 'dampness_damp', 'dimension_long_narrow_small_thin', 'material_plastic', 'physical_hard', 'price_medium', 'cleanliness_dirty', 'room_dining_room', 'shape_curved_forked_hollow', 'size_large', 'fullness_empty', 'place_on_utensil', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['ladle', 'color_black', 'dampness_dry', 'dimension_long_narrow_small_thin', 'material_plastic', 'physical_hard', 'price_medium', 'cleanliness_clean', 'room_dining_room', 'shape_curved_forked_hollow', 'size_large', 'fullness_empty', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['ladle', 'color_black', 'dampness_dry', 'dimension_long_narrow_small_thin', 'material_plastic', 'physical_hard', 'price_medium', 'cleanliness_clean', 'room_dining_room', 'shape_curved_forked_hollow', 'size_large', 'fullness_empty', 'place_on_sideboard', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['ladle', 'color_black', 'dimension_long_narrow_small_thin', 'material_plastic', 'physical_hard', 'price_medium', 'cleanliness_dirty', 'room_dining_room', 'shape_curved_forked_hollow', 'size_large', 'fullness_empty', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['ladle', 'color_black', 'dampness_dry', 'dimension_long_narrow_small_thin', 'material_plastic', 'physical_hard', 'price_medium', 'cleanliness_clean', 'room_kitchen', 'shape_curved_forked_hollow', 'size_large', 'fullness_empty', 'place_in_drawer', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['ladle', 'color_black', 'dampness_damp', 'dimension_long_narrow_small_thin', 'material_plastic', 'physical_hard', 'price_medium', 'cleanliness_dirty', 'room_kitchen', 'shape_curved_forked_hollow', 'size_large', 'fullness_half', 'place_in_sink', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['ladle', 'color_black', 'dampness_wet', 'dimension_long_narrow_small_thin', 'material_plastic', 'physical_hard', 'price_medium', 'cleanliness_normal', 'room_kitchen', 'shape_curved_forked_hollow', 'size_large', 'fullness_full', 'place_in_pot', 'temperature_hot', 'transparency_opaque', 'weight_medium']
['ladle', 'color_black', 'dampness_wet', 'dimension_long_narrow_small_thin', 'material_plastic', 'physical_hard', 'price_medium', 'cleanliness_normal', 'room_kitchen', 'shape_curved_forked_hollow', 'size_large', 'fullness_full', 'place_in_pot', 'temperature_hot', 'transparency_opaque', 'weight_medium']
['ladle', 'color_black', 'dampness_damp', 'dimension_long_narrow_small_thin', 'material_plastic', 'physical_hard', 'price_medium', 'cleanliness_dirty', 'room_kitchen', 'shape_curved_forked_hollow', 'size_large', 'fullness_empty', 'place_in_sink', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['ladle', 'color_black', 'dampness_dry', 'dimension_long_narrow_small_thin', 'material_plastic', 'physical_hard', 'price_medium', 'cleanliness_clean', 'room_kitchen', 'shape_curved_forked_hollow', 'size_large', 'fullness_empty', 'place_in_drawer', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['ladle', 'color_silver', 'dampness_dry', 'dimension_big_long', 'material_metal', 'physical_hard', 'price_medium', 'cleanliness_clean', 'room_dining_room', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_on_sideboard', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['ladle', 'color_silver', 'dampness_wet', 'dimension_big_long', 'material_metal', 'physical_hard', 'price_medium', 'cleanliness_normal', 'room_dining_room', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_in_bowl', 'temperature_hot', 'transparency_opaque', 'weight_medium']
['ladle', 'color_silver', 'dampness_dry', 'dimension_big_long', 'material_metal', 'physical_hard', 'price_medium', 'cleanliness_clean', 'room_dining_room', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_in_drawer', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['ladle', 'color_silver', 'dampness_dry', 'dimension_big_long', 'material_metal', 'physical_hard', 'price_medium', 'cleanliness_clean', 'room_dining_room', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['ladle', 'color_silver', 'dampness_wet', 'dimension_big_long', 'material_metal', 'physical_hard', 'price_medium', 'cleanliness_normal', 'room_dining_room', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_in_pot', 'temperature_hot', 'transparency_opaque', 'weight_medium']
['ladle', 'color_silver', 'dampness_damp', 'dimension_big_long', 'material_metal', 'physical_hard', 'price_medium', 'cleanliness_dirty', 'room_dining_room', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_on_counter', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['ladle', 'color_silver', 'dampness_damp', 'dimension_big_long', 'material_metal', 'physical_hard', 'price_medium', 'cleanliness_normal', 'room_living_room', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['ladle', 'color_silver', 'dampness_damp', 'dimension_big_long', 'material_metal', 'physical_hard', 'price_medium', 'cleanliness_dirty', 'room_living_room', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_on_floor', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['ladle', 'color_silver', 'dampness_dry', 'dimension_big_long', 'material_metal', 'physical_hard', 'price_medium', 'cleanliness_clean', 'room_living_room', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['ladle', 'color_silver', 'dampness_wet', 'dimension_big_long', 'material_metal', 'physical_hard', 'price_medium', 'cleanliness_normal', 'room_living_room', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_in_bowl', 'temperature_hot', 'transparency_opaque', 'weight_medium']
['ladle', 'color_silver', 'dampness_dry', 'dimension_big_long', 'material_metal', 'physical_hard', 'price_medium', 'cleanliness_clean', 'room_living_room', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['ladle', 'color_silver', 'dampness_damp', 'dimension_big_long', 'material_metal', 'physical_hard', 'price_medium', 'cleanliness_normal', 'room_living_room', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_in_bowl', 'temperature_cold', 'transparency_opaque', 'weight_medium']
['ladle', 'color_silver', 'dampness_wet', 'dimension_big_long', 'material_metal', 'physical_hard', 'price_medium', 'cleanliness_normal', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_in_pot', 'temperature_hot', 'transparency_opaque', 'weight_medium']
['ladle', 'color_silver', 'dampness_damp', 'dimension_big_long', 'material_metal', 'physical_hard', 'price_medium', 'cleanliness_dirty', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_in_sink', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['ladle', 'color_silver', 'dampness_wet', 'dimension_big_long', 'material_metal', 'physical_hard', 'price_medium', 'cleanliness_dirty', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_in_dishwasher', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['ladle', 'color_silver', 'dampness_dry', 'dimension_big_long', 'material_metal', 'physical_hard', 'price_medium', 'cleanliness_clean', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_in_drawer', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['ladle', 'color_silver', 'dampness_wet', 'dimension_big_long', 'material_metal', 'physical_hard', 'price_medium', 'cleanliness_normal', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_half', 'place_in_pot', 'temperature_hot', 'transparency_opaque', 'weight_medium']
['ladle', 'color_silver', 'dampness_wet', 'dimension_big_long', 'material_metal', 'physical_hard', 'price_medium', 'cleanliness_dirty', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_in_sink', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['ladle', 'color_brown', 'dampness_dry', 'dimension_deep_long', 'material_wood', 'physical_hard', 'price_expensive', 'cleanliness_clean', 'room_dining_room', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_on_sideboard', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['ladle', 'color_brown', 'dampness_dry', 'dimension_deep_long', 'material_wood', 'physical_hard', 'price_expensive', 'cleanliness_clean', 'room_dining_room', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_in_cabinet', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['ladle', 'color_brown', 'dampness_damp', 'dimension_deep_long', 'material_wood', 'physical_hard', 'price_expensive', 'cleanliness_dirty', 'room_dining_room', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['ladle', 'color_brown', 'dampness_damp', 'dimension_deep_long', 'material_wood', 'physical_hard', 'price_expensive', 'cleanliness_dirty', 'room_dining_room', 'shape_curved_hollow', 'size_large', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['ladle', 'color_brown', 'dampness_wet', 'dimension_deep_long', 'material_wood', 'physical_hard', 'price_expensive', 'cleanliness_normal', 'room_dining_room', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_in_pot', 'temperature_hot', 'transparency_opaque', 'weight_light']
['ladle', 'color_brown', 'dampness_damp', 'dimension_deep_long', 'material_wood', 'physical_hard', 'price_expensive', 'cleanliness_dirty', 'room_dining_room', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_in_bowl', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['ladle', 'color_brown', 'dampness_dry', 'dimension_deep_long', 'material_wood', 'physical_hard', 'price_expensive', 'cleanliness_clean', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_in_drawer', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['ladle', 'color_brown', 'dampness_damp', 'dimension_deep_long', 'material_wood', 'physical_hard', 'price_expensive', 'cleanliness_dirty', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_in_sink', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['ladle', 'color_brown', 'dampness_dry', 'dimension_deep_long', 'material_wood', 'physical_hard', 'price_expensive', 'cleanliness_clean', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_in_rack', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['ladle', 'color_brown', 'dampness_dry', 'dimension_deep_long', 'material_wood', 'physical_hard', 'price_expensive', 'cleanliness_clean', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_in_drawer', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
